request_rate,ip_change,failed_attempts,device_trust,time_of_day,location_risk,is_attack
5.72,1,3,0.19,16,0.36,1
1.87,0,0,0.82,12,0.18,0
20.67,0,1,0.32,2,0.71,1
13.8,0,0,0.95,7,0.26,0
25.22,1,5,0.22,1,0.71,1
11.22,0,1,0.84,12,0.39,0
5.19,0,0,0.8,12,0.28,0
7.46,0,1,0.54,21,0.3,1
8.39,0,1,0.81,16,0.15,0
6.89,0,2,0.71,21,0.06,0
15.18,1,1,0.38,5,0.71,1
2.26,0,0,0.76,19,0.29,0
4.86,0,5,0.94,15,0.63,0
2.8,0,0,0.86,10,0.12,0
4.14,1,0,0.62,10,0.21,1
30.98,1,1,0.26,4,0.63,1
19.88,0,0,0.53,20,0.32,1
29.99,1,2,0.29,23,0.59,1
16.73,0,0,0.19,4,0.77,1
15.28,0,5,0.65,9,0.31,0
2.51,0,0,0.76,13,0.18,0
4.42,0,0,0.69,9,0.04,0
2.58,0,0,0.78,11,0.04,0
32.35,0,0,0.08,2,0.78,0
5.34,0,1,0.91,13,0.04,1
3.22,0,0,0.76,15,0.05,0
7.42,1,0,0.67,9,0.26,0
10.95,0,0,0.96,7,0.35,0
1.44,0,0,0.95,16,0.21,0
24.27,1,0,0.2,4,0.85,1
6.91,0,2,0.82,8,0.48,0
4.11,0,0,0.36,15,0.45,1
16.61,1,7,0.24,23,0.42,1
2.46,1,0,0.93,15,0.39,0
6.09,0,1,0.51,10,0.63,1
3.48,0,0,0.67,12,0.02,0
3.42,0,0,0.79,10,0.22,0
2.12,0,1,0.77,11,0.25,0
6.01,0,0,0.7,12,0.01,0
1.89,1,3,0.47,12,0.54,1
11.5,0,0,0.93,12,0.1,0
1.69,0,0,0.79,11,0.28,0
4.55,0,0,0.73,14,0.32,0
14.04,0,1,0.85,9,0.06,0
1.68,0,0,0.93,11,0.16,0
13.59,0,0,1.0,9,0.17,0
17.07,0,2,0.68,11,0.36,0
41.15,0,7,0.24,3,0.69,1
6.02,0,1,0.53,15,0.4,0
7.77,1,9,1.0,22,0.28,1
1.86,0,1,0.66,12,0.33,0
5.01,0,0,0.72,10,0.09,0
27.11,1,15,0.56,23,0.8,1
3.8,0,0,0.8,18,0.07,0
9.67,1,25,0.35,2,0.84,1
2.64,0,0,0.86,12,0.18,0
38.97,1,0,0.39,5,0.65,1
2.97,1,0,0.82,12,0.08,0
9.38,0,0,0.75,6,0.26,1
23.21,0,2,0.21,5,0.64,1
3.99,0,0,0.71,11,0.15,0
3.32,0,0,0.84,10,0.33,0
13.62,0,6,0.35,0,0.51,1
1.56,0,0,0.7,19,0.16,0
27.58,1,2,0.17,5,0.69,1
19.28,1,6,0.31,4,0.73,1
4.77,0,0,0.78,14,0.05,0
0.1,0,0,0.65,16,0.0,0
0.45,0,0,0.72,13,0.22,0
28.8,1,0,0.0,3,0.67,1
9.48,0,0,0.9,11,0.15,0
0.51,0,0,0.49,2,0.47,0
12.69,0,0,0.54,21,0.19,0
17.78,1,1,0.36,22,0.72,1
10.87,0,4,0.69,10,0.3,0
3.68,1,1,0.87,8,0.14,1
17.49,1,1,0.46,22,0.54,0
4.47,0,0,0.96,17,0.14,0
20.11,0,0,0.51,5,0.75,1
25.49,1,10,0.05,3,0.54,1
14.29,0,0,0.9,14,0.28,0
2.23,0,0,0.88,15,0.14,0
3.57,0,0,0.95,15,0.1,0
38.68,1,8,0.35,21,0.71,1
22.75,1,0,0.19,22,0.69,1
2.26,1,1,0.72,8,0.04,0
4.07,0,0,0.66,12,0.14,0
9.77,1,4,0.48,3,0.37,1
4.01,0,5,0.46,20,0.46,1
3.26,0,0,0.5,10,0.04,0
2.01,0,0,0.78,13,0.29,0
29.3,1,5,0.09,2,0.91,1
2.15,0,0,0.82,11,0.03,0
7.5,0,1,0.45,0,0.36,1
29.73,0,5,0.23,3,0.66,1
3.56,0,2,0.81,15,0.41,1
13.78,0,0,0.86,9,0.08,0
6.91,0,0,0.49,15,0.37,0
7.75,0,2,0.79,6,0.18,0
12.86,0,0,0.74,6,0.17,0
33.97,1,11,0.29,21,0.75,0
22.97,0,6,0.34,4,0.62,1
5.21,0,0,0.7,19,0.16,0
25.2,1,1,0.19,22,0.51,1
3.65,0,0,0.85,16,0.0,0
8.77,0,0,0.83,17,0.18,0
14.65,0,0,0.87,7,0.27,0
14.35,0,2,0.83,21,0.3,0
12.8,0,0,1.0,11,0.17,0
16.15,0,0,0.94,8,0.1,0
3.39,0,3,0.4,13,0.3,1
16.37,0,0,0.76,5,0.02,0
6.83,0,0,0.6,14,0.6,1
7.57,1,1,0.54,2,0.0,0
5.6,0,1,0.61,14,0.63,0
4.47,0,1,0.3,13,0.78,1
22.13,1,2,0.48,23,0.85,1
6.71,0,1,0.79,21,0.33,0
0.91,0,1,0.95,13,0.23,0
2.02,0,0,0.78,11,0.0,0
9.33,1,0,0.81,10,0.28,0
6.34,0,1,0.81,14,0.0,0
1.67,0,0,0.73,11,0.21,0
26.01,1,1,0.14,20,0.55,1
0.79,0,0,0.78,8,0.21,1
3.36,0,0,0.58,14,0.61,1
11.42,1,0,0.43,13,0.69,1
11.14,0,3,0.74,16,0.09,0
3.17,0,0,0.72,11,0.23,0
20.07,0,5,0.51,23,0.69,1
3.99,0,0,0.84,12,0.19,0
19.15,1,10,0.35,20,0.48,1
15.31,1,1,0.31,20,0.65,0
2.15,0,0,0.85,13,0.05,0
2.36,0,0,0.89,11,0.23,1
5.17,0,0,0.88,14,0.21,0
28.5,1,4,0.33,20,0.74,1
0.97,0,0,0.74,18,0.32,0
8.5,1,0,0.54,20,1.0,1
40.29,1,9,0.47,20,0.73,1
6.38,0,0,0.84,14,0.17,0
7.0,0,1,0.82,15,0.36,0
10.29,1,6,0.4,5,0.53,0
0.26,0,0,0.68,11,0.1,0
9.06,0,1,0.81,14,0.28,0
4.29,0,0,0.72,11,0.16,0
7.86,1,2,0.46,16,0.28,1
14.77,0,1,0.68,17,0.29,0
22.52,1,1,0.17,5,0.54,1
4.82,0,0,0.72,13,0.17,0
3.32,0,0,0.66,17,0.22,0
4.17,1,0,0.48,13,0.51,1
35.91,1,4,0.52,0,0.39,0
3.29,0,0,0.71,11,0.11,0
9.81,0,3,0.26,12,0.41,1
3.22,0,0,0.85,15,0.25,0
12.39,0,2,0.47,6,0.55,0
2.33,0,0,0.7,12,0.2,0
3.06,0,0,0.74,15,0.48,1
20.88,0,0,0.85,13,0.29,0
27.5,1,1,0.42,2,0.73,1
24.47,1,6,0.08,22,0.6,1
17.28,0,1,0.81,11,0.28,0
7.19,0,0,0.56,16,0.4,0
3.02,0,0,0.74,10,0.11,0
2.16,0,2,0.78,15,0.2,0
11.53,1,5,0.14,20,0.77,1
13.59,0,3,0.27,1,0.77,1
1.92,0,0,0.88,12,0.03,0
15.22,0,7,0.27,20,0.37,0
11.28,0,1,0.86,10,0.32,1
16.73,0,2,0.78,16,0.44,0
24.99,1,3,0.57,23,0.69,0
4.47,0,0,0.73,15,0.01,0
0.64,0,0,0.91,13,0.03,1
14.09,0,5,0.75,2,0.0,0
4.12,0,0,0.6,10,0.08,0
1.86,1,0,0.86,14,0.76,1
14.91,0,0,0.92,5,0.26,0
22.18,1,7,0.0,20,0.66,1
2.5,0,1,0.83,5,0.15,0
4.75,0,0,0.47,13,0.42,0
35.51,1,0,0.28,20,0.81,1
2.67,0,0,1.0,14,0.37,0
9.38,0,0,0.56,12,0.22,0
4.55,0,0,0.7,12,0.06,0
43.15,1,5,0.16,4,0.81,1
12.78,0,0,0.95,9,0.19,0
11.54,0,0,0.41,6,0.23,0
12.98,0,0,0.77,13,0.23,0
3.75,1,0,0.79,6,0.1,0
5.18,0,0,0.69,20,0.2,0
26.24,1,1,0.48,21,0.75,1
3.21,0,0,0.87,9,0.36,1
13.07,1,0,0.94,19,0.17,0
2.06,0,0,0.89,12,0.1,0
19.92,0,17,0.42,20,0.65,1
23.97,1,11,0.31,0,0.72,1
1.22,0,0,0.88,20,0.09,0
14.3,0,0,0.01,6,0.15,1
22.86,0,1,0.73,7,0.24,0
2.86,0,1,0.85,13,0.21,0
11.28,0,0,0.88,11,0.1,0
18.64,1,1,0.21,0,0.56,1
1.08,0,0,0.83,22,0.12,0
9.08,1,3,0.32,6,0.59,1
6.42,0,2,0.74,19,0.85,1
8.15,0,0,0.9,0,0.11,0
25.51,1,0,0.3,21,0.62,1
10.86,0,0,0.83,7,0.19,0
1.69,0,0,0.76,8,0.27,0
1.73,0,0,0.86,11,0.18,0
10.87,0,0,0.37,22,0.05,0
10.65,1,7,0.27,1,0.53,1
14.29,0,0,0.74,13,0.31,0
1.99,0,0,0.37,9,0.42,1
1.72,0,0,0.86,12,0.27,1
3.79,0,0,0.8,14,0.16,0
9.32,0,1,0.75,11,0.16,1
12.53,0,0,0.92,6,0.22,0
0.1,0,0,0.68,14,0.24,0
1.98,0,0,0.76,13,0.15,0
0.1,0,0,0.89,11,0.32,0
4.27,0,0,0.68,11,0.03,0
10.52,0,0,0.91,6,0.18,1
7.48,0,2,0.44,18,0.07,1
10.01,0,3,0.96,12,0.22,0
1.02,0,0,0.73,19,0.25,0
2.4,1,0,0.7,11,0.28,0
5.9,0,1,0.52,16,0.67,1
3.81,0,0,0.94,15,0.14,0
46.64,1,2,0.24,21,0.68,1
4.78,0,0,0.96,9,0.18,0
0.8,0,0,0.75,15,0.11,0
4.42,0,0,0.63,11,0.12,1
4.17,0,0,0.89,13,0.28,0
13.3,0,1,0.95,16,0.22,0
1.87,0,0,0.85,11,0.23,0
18.96,1,2,0.61,3,0.9,1
10.17,0,0,0.93,12,0.09,0
33.06,1,4,0.28,0,0.84,1
16.13,1,3,0.71,3,0.24,1
1.56,0,0,0.93,15,0.12,1
23.48,1,3,0.5,22,0.65,1
0.53,0,0,0.92,16,0.12,0
6.37,0,4,0.54,16,0.51,1
4.39,1,0,0.57,11,0.77,0
8.04,0,1,1.0,9,0.29,0
10.56,0,2,0.72,12,0.37,0
40.13,1,0,0.33,1,0.6,1
16.93,1,4,0.07,23,0.62,1
0.39,0,0,0.39,14,0.34,1
3.74,0,0,0.87,10,0.11,0
1.94,0,1,0.51,14,0.23,0
4.2,0,0,0.68,10,0.3,0
4.79,0,1,0.86,12,0.56,1
23.06,1,1,0.44,22,0.63,1
39.63,1,2,0.22,5,0.65,1
13.81,0,0,0.91,15,0.05,0
5.59,1,0,0.74,13,-0.0,0
6.15,0,0,0.72,20,0.42,1
9.73,1,8,0.16,20,0.46,1
14.28,1,0,0.34,1,0.77,1
10.69,0,1,0.85,10,0.06,0
23.33,1,3,0.48,23,0.75,1
6.39,0,1,0.44,16,0.48,1
9.41,0,0,0.84,10,0.27,0
41.53,0,2,0.3,4,0.51,1
10.64,0,0,0.47,6,0.16,0
5.77,0,0,0.47,10,0.0,0
9.23,0,3,1.0,12,0.2,0
0.1,0,0,0.77,9,0.09,0
39.41,1,1,0.58,22,0.63,1
1.5,0,0,0.72,17,0.26,0
31.96,1,1,0.35,21,0.73,1
6.06,0,3,0.73,1,0.75,0
5.61,0,0,0.87,9,0.21,0
8.44,0,1,0.67,16,0.48,0
2.1,0,0,0.83,11,0.06,1
8.93,0,0,0.81,21,0.14,1
5.26,1,4,0.55,9,0.11,1
3.49,0,0,0.75,13,0.01,0
23.91,0,0,0.21,4,0.6,0
1.05,0,0,0.85,11,0.15,0
2.35,0,1,0.85,14,0.04,0
1.17,0,0,0.89,17,0.16,0
2.72,0,0,0.79,18,0.13,0
1.94,0,0,0.64,10,0.28,0
5.09,0,1,0.66,14,0.0,0
42.78,1,9,0.4,1,0.61,1
29.16,1,3,0.41,21,0.33,1
15.3,1,2,0.13,5,0.59,1
2.71,0,0,0.72,8,0.14,0
25.79,1,4,0.32,23,0.67,1
3.23,0,1,0.7,12,0.05,1
27.63,0,3,0.47,23,0.9,1
3.99,0,0,0.77,14,0.26,0
25.28,1,3,0.19,2,0.77,1
5.48,0,0,0.94,16,0.17,0
0.75,0,2,0.72,17,0.24,0
30.72,0,1,0.33,20,0.72,1
4.94,0,0,0.63,11,0.04,0
17.75,0,0,0.93,13,0.18,0
9.54,0,1,0.43,4,0.32,0
1.18,0,0,0.82,12,0.44,0
28.75,0,0,0.31,2,0.78,1
1.44,0,0,0.72,10,0.16,0
39.11,1,2,0.3,2,0.83,0
3.51,0,0,0.84,14,0.19,0
19.82,1,3,0.49,21,0.61,1
1.95,0,0,0.77,20,0.16,0
16.34,0,3,0.51,23,0.39,1
25.43,0,0,0.25,1,0.55,1
22.07,1,1,0.32,1,0.66,0
5.56,0,1,0.72,3,0.55,1
5.26,1,0,0.54,13,0.46,1
4.15,0,1,0.69,13,0.09,1
2.64,0,0,1.0,8,0.09,0
21.69,1,1,0.25,23,0.53,0
13.39,0,0,0.75,13,0.25,1
2.22,0,0,0.7,10,0.15,0
3.19,0,0,0.49,14,0.49,0
7.54,0,1,0.67,10,0.37,0
4.39,0,0,0.78,16,0.11,0
9.06,0,1,0.36,12,0.28,0
1.74,0,0,0.86,11,0.31,0
0.49,0,1,0.79,12,0.04,0
3.68,0,0,0.77,10,0.07,0
11.85,1,1,0.32,1,0.58,1
22.99,0,14,0.43,0,0.57,1
0.1,0,0,0.85,14,0.15,0
5.53,0,0,0.89,8,0.02,0
0.5,0,0,0.72,17,0.12,0
0.4,0,0,0.42,17,0.52,0
29.45,0,1,0.13,4,0.59,1
5.84,0,0,0.86,7,0.25,0
5.39,0,0,0.57,16,0.46,0
4.25,0,0,0.79,7,0.19,0
36.92,0,12,0.15,5,0.79,1
4.98,0,0,0.74,18,0.0,0
3.97,0,3,0.76,11,0.52,1
24.61,1,8,0.17,4,0.67,1
1.45,0,0,0.81,14,0.14,0
33.19,1,6,0.42,3,0.77,1
15.27,0,0,0.84,7,0.27,0
32.74,1,2,0.14,3,0.64,1
8.75,0,0,1.0,16,0.21,0
5.06,1,0,0.74,18,0.33,1
23.51,1,3,0.34,1,0.89,1
11.7,0,0,0.79,13,0.08,0
1.68,0,2,1.0,11,0.27,0
22.27,1,3,0.17,22,0.42,1
4.12,0,0,0.8,15,0.17,0
23.56,1,1,0.25,22,0.7,1
1.83,0,0,0.75,5,0.19,0
9.49,1,0,0.92,16,0.21,0
7.88,0,1,0.86,10,0.18,1
14.9,1,0,0.84,10,0.0,0
15.08,1,0,0.22,3,0.78,1
2.89,0,0,0.69,13,0.23,0
2.43,0,0,0.65,16,0.02,1
23.29,1,0,0.89,10,0.35,0
28.58,0,2,0.01,5,0.91,1
19.07,0,1,0.36,4,0.65,1
6.12,0,0,0.56,17,0.2,1
8.24,0,0,0.9,14,0.17,0
1.74,0,0,0.86,10,0.22,0
6.59,0,0,0.79,14,0.08,0
15.75,0,6,0.55,23,0.6,1
12.86,0,0,0.47,21,0.0,0
1.98,1,0,0.67,9,0.04,1
11.58,0,0,0.43,19,0.0,0
7.13,0,2,0.56,10,0.27,0
3.3,0,2,0.49,13,0.4,0
1.69,0,2,0.69,18,0.25,0
4.33,0,0,0.78,14,0.0,0
16.03,0,0,0.29,0,0.52,1
2.04,0,5,0.85,11,0.21,1
32.06,1,1,0.32,4,0.9,1
14.05,0,1,0.87,15,0.09,0
32.45,1,6,0.69,1,0.9,0
15.1,0,9,0.28,1,1.0,1
3.93,0,0,0.8,10,0.09,0
5.17,0,0,0.65,13,0.2,0
2.6,0,1,0.73,15,0.07,0
2.91,0,0,0.75,10,0.26,0
20.56,0,0,0.31,23,0.95,1
13.63,0,4,0.36,2,0.17,0
24.98,1,14,0.22,1,0.73,1
3.33,0,0,0.79,13,0.23,0
12.49,1,1,0.84,6,0.41,0
36.59,0,2,0.33,21,0.69,1
21.84,0,8,0.34,20,0.58,1
3.12,0,0,0.7,10,0.12,0
2.37,0,0,0.8,16,0.06,0
41.2,0,2,0.36,5,0.69,1
2.5,0,0,0.68,9,0.3,0
4.47,0,0,0.92,8,0.07,0
39.06,1,2,0.1,21,0.79,1
2.73,0,0,0.85,9,0.07,0
21.28,1,1,0.46,23,0.89,1
2.09,0,0,0.76,16,0.09,0
2.98,0,0,0.76,8,0.21,0
14.98,0,1,0.63,13,0.12,0
15.17,0,0,0.76,18,0.09,1
3.01,0,0,0.8,7,0.11,0
7.17,0,0,1.0,5,0.25,0
42.63,0,0,0.33,5,0.74,1
20.79,1,1,0.31,0,0.91,1
2.68,0,1,1.0,14,0.0,0
31.89,1,4,0.23,22,0.82,0
4.1,0,1,0.85,15,0.39,0
2.81,0,1,0.9,10,0.09,0
3.05,1,0,0.66,13,0.26,0
0.92,0,0,0.65,9,0.12,0
25.16,1,8,0.43,20,0.69,1
1.23,0,0,0.84,16,0.15,0
33.2,1,7,0.16,1,0.62,1
4.94,0,1,0.64,14,0.22,0
28.43,1,7,0.2,0,0.66,1
8.39,0,2,0.6,11,0.76,0
3.05,0,1,0.66,14,0.15,0
2.46,0,0,0.8,12,0.11,0
4.58,0,1,0.54,5,0.04,0
7.17,1,2,0.61,12,0.41,1
13.61,0,2,0.81,8,0.29,0
9.38,0,0,0.87,5,0.26,0
12.81,0,0,0.78,10,0.15,0
2.92,0,0,0.8,15,0.15,0
2.55,0,0,0.74,11,0.33,1
12.41,0,8,0.62,17,0.65,1
12.45,1,2,0.82,8,0.23,0
2.54,0,0,0.73,17,0.11,0
6.91,0,2,0.88,8,0.31,1
17.25,1,6,0.39,0,0.78,1
3.62,0,0,0.84,12,0.11,0
18.68,0,5,0.16,23,0.84,1
2.37,0,0,0.89,10,0.14,1
3.35,0,4,0.55,15,0.34,1
4.79,0,0,0.95,4,0.12,0
45.42,0,8,0.2,1,0.73,1
23.7,1,0,0.42,22,0.56,1
34.33,0,2,0.33,23,0.71,1
7.55,0,0,0.85,5,0.18,0
3.15,0,0,0.64,12,0.12,0
23.1,1,1,0.31,22,0.43,1
4.37,0,0,0.75,11,0.12,0
3.48,1,0,0.88,5,0.26,1
4.25,0,0,0.89,11,0.21,0
2.5,0,0,0.86,11,0.11,0
2.31,1,0,0.55,19,0.13,0
4.1,1,1,0.55,4,0.55,0
4.52,0,3,0.65,13,0.0,0
20.42,0,1,0.82,7,0.23,0
14.47,0,0,0.95,10,0.22,1
14.94,1,4,0.51,23,0.6,1
1.94,1,0,1.0,13,0.07,0
4.68,0,1,0.82,13,0.2,0
17.1,1,0,0.4,4,0.73,0
7.76,0,0,0.61,18,0.53,0
0.75,0,0,0.8,10,0.11,0
16.45,1,13,0.24,3,0.78,1
11.88,1,0,0.87,14,0.32,0
7.62,0,1,0.75,14,0.36,0
17.98,1,3,0.26,2,0.47,1
27.69,1,0,0.42,0,0.87,1
4.06,0,0,0.78,17,0.12,0
5.13,0,0,0.84,19,0.28,1
34.04,0,5,0.23,20,0.86,1
2.71,0,0,0.77,17,0.16,0
3.34,0,0,0.83,9,0.16,0
15.37,1,2,0.11,0,0.68,1
4.26,0,0,0.87,12,0.27,0
3.4,0,0,0.8,12,0.0,0
20.55,1,1,0.46,22,0.81,1
1.57,0,1,0.94,12,0.26,1
39.39,1,4,0.22,21,0.69,0
7.35,0,3,0.51,13,0.29,1
14.98,0,2,0.65,3,0.34,1
13.39,0,1,0.8,14,0.16,0
11.0,0,8,0.45,23,0.9,1
1.38,0,0,0.68,14,0.21,0
12.21,0,0,0.98,12,0.33,0
3.82,0,0,0.84,9,0.08,0
1.17,0,0,0.81,12,0.18,0
14.36,0,0,0.89,10,0.08,0
2.35,0,0,0.78,18,0.06,0
8.64,0,0,0.71,12,0.49,1
28.97,1,6,0.25,2,0.77,1
19.25,0,0,0.93,13,0.07,1
3.78,1,5,0.25,3,0.56,0
4.29,1,1,0.76,12,0.69,0
2.09,0,0,0.88,13,0.18,0
15.55,0,13,0.32,0,0.56,1
1.63,0,1,0.88,10,0.16,0
4.17,0,0,0.93,12,0.08,0
27.3,1,0,0.24,5,0.58,1
0.74,0,2,0.62,13,0.46,1
2.27,1,0,0.71,18,0.0,0
15.76,0,0,0.89,11,0.21,1
2.25,0,0,0.88,15,0.07,0
33.01,1,5,0.42,23,0.61,1
13.64,0,0,0.48,11,0.34,0
7.97,0,1,0.75,17,0.18,0
2.27,0,0,0.8,10,0.15,0
2.57,0,0,0.82,17,0.16,0
12.96,0,0,0.88,12,0.0,1
1.73,0,2,0.76,19,0.21,0
4.28,0,4,0.29,7,0.21,0
1.87,0,0,0.97,13,0.19,1
2.62,0,0,0.66,10,0.02,0
10.61,0,0,0.81,3,0.33,1
3.47,0,1,0.95,14,0.0,1
14.93,0,1,0.83,4,0.17,1
13.64,1,0,0.78,6,0.18,0
19.83,1,12,0.65,1,0.43,1
9.03,0,0,0.89,6,0.19,0
16.71,1,4,0.27,23,0.77,1
16.55,0,3,0.76,18,0.95,0
0.1,0,0,0.95,12,0.0,1
9.58,0,3,0.34,19,0.26,0
3.96,1,0,0.45,13,0.59,1
2.36,0,0,0.75,11,0.18,0
24.27,1,19,0.13,23,0.53,1
3.26,0,1,0.26,13,0.52,1
32.17,1,0,0.19,0,0.78,1
3.03,0,0,0.7,9,0.0,0
2.97,0,1,0.94,9,0.19,0
21.36,1,2,0.35,21,0.49,0
3.39,0,0,0.7,11,0.06,0
29.19,1,10,0.54,22,0.82,1
1.77,0,0,0.91,16,0.21,1
3.68,0,4,0.57,14,0.26,0
13.67,0,2,0.87,8,0.13,0
6.51,1,3,0.44,14,0.64,1
31.34,1,1,0.2,22,0.73,1
1.28,0,0,0.94,17,0.09,0
3.46,0,0,0.81,14,0.16,1
19.02,0,0,0.9,10,0.22,1
11.43,0,0,0.55,1,0.49,1
11.51,0,0,0.32,6,0.53,1
9.97,1,0,0.45,20,0.97,1
3.92,0,0,0.6,11,0.2,1
5.36,0,1,0.72,16,0.16,1
4.89,1,0,0.69,12,0.14,0
18.52,0,0,0.88,12,0.19,0
1.86,0,0,0.76,14,0.19,0
2.59,1,1,0.35,16,0.38,1
6.44,0,0,0.67,11,0.15,0
2.17,0,7,0.36,16,0.68,0
33.64,1,3,0.47,23,0.73,1
4.3,1,2,0.91,13,0.25,0
21.05,1,9,0.15,3,0.42,1
1.55,0,0,0.72,15,0.13,0
3.28,0,0,0.32,8,0.65,1
23.84,1,5,0.33,3,0.75,1
41.26,0,1,0.4,4,0.75,1
5.57,0,0,0.92,12,0.1,0
3.14,1,1,0.46,10,0.41,1
1.95,1,0,0.34,12,0.57,1
4.57,0,4,0.41,14,0.22,0
1.55,0,0,0.87,10,0.15,0
4.38,1,0,0.76,10,-0.0,0
6.28,0,2,0.78,10,0.22,0
0.1,0,0,0.75,7,0.15,0
16.04,0,0,0.87,14,0.13,0
5.85,0,0,0.7,9,0.67,1
14.61,1,5,0.17,22,0.34,1
4.46,0,0,0.79,13,0.35,1
2.54,0,0,0.74,14,0.15,0
5.9,0,1,0.74,13,0.31,0
22.71,1,1,0.29,4,0.68,1
3.04,0,1,0.8,13,0.1,0
2.65,0,0,0.7,15,0.1,0
5.94,0,3,0.68,14,0.31,0
1.38,0,0,0.96,10,0.31,0
2.65,0,1,0.87,11,0.32,0
4.0,0,0,0.97,11,0.0,0
6.38,1,1,0.71,16,0.63,0
7.76,0,4,0.55,16,0.67,1
0.92,0,0,0.84,14,0.24,1
11.21,0,5,0.79,10,0.3,0
13.26,1,12,0.37,4,0.85,1
5.7,0,0,0.94,11,0.21,0
0.19,0,1,0.92,12,0.19,0
12.38,1,4,0.07,4,0.73,1
3.09,0,0,0.83,11,0.15,0
2.29,0,0,0.63,12,0.13,0
3.08,0,0,0.69,18,0.05,0
12.11,1,1,0.82,15,0.12,0
3.33,0,0,0.79,7,0.0,0
4.38,0,0,0.84,16,0.17,0
6.74,1,3,0.36,15,0.69,1
4.31,0,0,0.92,13,0.07,0
4.72,0,0,0.8,17,0.07,0
1.79,0,0,0.72,14,0.19,0
3.99,0,1,0.84,14,0.0,0
1.47,0,4,0.65,15,0.41,1
26.89,0,0,0.28,20,0.59,1
4.62,0,3,0.78,19,0.5,1
4.69,0,0,0.64,9,0.13,0
4.96,0,0,0.67,17,0.01,1
17.98,0,0,0.83,5,0.24,0
4.64,0,0,0.49,18,0.0,0
9.74,0,0,0.51,16,0.63,0
11.71,0,0,0.79,7,0.28,0
4.45,0,0,0.74,12,0.12,0
13.37,0,1,0.87,14,0.23,0
5.27,0,0,0.98,11,0.26,0
13.34,0,0,0.65,8,0.29,0
3.12,0,0,0.44,11,0.39,0
2.34,0,0,0.65,11,0.15,0
30.44,0,5,0.29,21,0.89,1
2.44,0,0,0.89,17,0.0,0
1.84,1,0,0.39,2,0.73,1
15.12,0,0,0.73,14,0.06,0
3.53,1,1,0.56,14,0.31,0
20.27,0,1,0.21,22,0.74,1
9.65,0,0,0.42,20,0.19,0
30.02,1,1,0.48,21,0.64,1
1.38,0,0,0.9,12,0.06,0
8.29,0,0,0.82,16,0.37,0
1.87,0,0,0.66,14,0.21,0
3.1,0,0,0.81,9,0.32,0
6.45,0,5,0.62,5,0.25,1
15.95,1,8,0.52,23,0.75,0
0.1,0,0,0.41,5,0.48,0
12.49,0,0,0.86,14,0.3,0
9.54,0,0,0.77,11,0.27,1
5.51,0,0,0.74,8,0.11,0
6.33,0,0,0.26,17,0.26,0
5.77,0,0,0.37,15,0.5,0
3.72,0,0,0.9,11,0.0,0
4.17,0,0,0.35,15,0.17,0
10.17,0,3,0.57,8,0.3,1
29.68,1,21,0.35,21,0.74,1
2.29,0,0,0.84,15,0.18,0
3.11,0,1,1.0,6,0.18,0
4.37,0,2,0.58,15,0.44,0
8.74,0,9,0.57,8,0.1,0
26.85,0,8,0.58,2,0.56,1
9.58,0,0,0.9,4,0.14,0
0.1,0,0,0.78,13,0.14,0
30.26,0,0,0.54,21,0.48,1
16.94,1,0,0.93,16,0.26,0
2.11,0,3,0.61,22,0.28,0
3.7,0,0,0.82,11,0.09,0
26.67,1,0,0.4,4,0.53,1
2.4,0,0,0.8,14,0.21,0
26.43,1,1,0.06,20,0.69,1
35.88,1,0,0.39,1,0.62,1
16.48,0,2,0.89,13,0.05,0
19.4,0,2,0.8,8,0.39,0
3.44,0,0,0.8,14,0.46,0
4.84,1,0,0.41,13,0.23,0
2.71,1,0,0.7,13,0.3,0
13.35,1,1,0.64,14,0.64,0
3.4,1,0,0.85,16,0.14,0
1.53,1,4,0.3,22,0.81,1
2.31,0,0,0.93,10,0.13,0
26.36,1,4,0.42,21,0.86,0
3.94,0,0,0.9,12,0.28,0
2.66,0,0,0.68,9,0.15,0
6.47,0,5,0.68,8,0.38,0
3.98,0,0,0.76,12,0.32,0
1.5,0,0,0.87,13,0.0,1
5.64,0,0,0.87,8,0.13,1
12.27,0,0,0.84,14,0.37,0
2.17,0,0,1.0,12,0.26,0
1.96,0,0,0.99,7,0.09,0
18.25,1,16,0.33,1,0.85,1
12.97,0,6,0.63,23,0.45,0
29.86,1,2,0.6,21,0.74,1
1.23,0,0,0.81,12,0.17,1
0.94,0,1,1.0,10,0.01,0
10.97,0,1,0.65,12,0.06,1
0.99,0,0,0.79,14,0.16,0
19.05,1,5,0.0,2,0.78,1
31.1,1,2,0.55,20,0.85,0
22.79,0,2,0.4,0,0.66,1
2.48,0,0,0.92,16,0.13,0
9.62,1,0,0.28,3,0.52,1
3.56,0,0,0.81,12,0.17,0
3.15,0,0,0.89,13,0.24,0
3.17,0,0,0.83,15,0.0,1
7.17,0,0,0.79,14,0.0,0
18.83,1,6,0.21,20,0.63,1
15.92,0,6,0.91,19,0.37,1
4.54,1,0,0.69,12,0.62,0
2.45,0,0,0.83,13,0.02,0
28.14,1,0,0.18,2,0.59,1
1.52,0,0,0.85,8,0.22,0
1.59,0,0,0.64,5,0.12,0
7.52,0,0,0.85,14,0.17,0
6.59,0,0,0.79,17,0.41,0
4.57,1,3,0.92,22,0.38,0
3.26,0,0,0.73,13,0.24,0
6.92,1,0,0.91,4,0.17,0
